Landkreis;Crop;Variety;A_ha;P_per_A;P_t;Year
Barnim;Getreide;Roggen und Wintermenggetreide;7500;44.6;33300;2019
Barnim;Getreide;Sommergerste;300;22. Aug;600;2019
Barnim;Getreide;Triticale;1500;40;5800;2019
Barnim;Getreide;Weizen zusammen;6400;NA;NA;2019
Barnim;Getreide;Wintergerste;4400;53.2;23400;2019
Barnim;Getreide;Winterweizen einschl. Dinkel;6300;50.5;31700;2019
Barnim;Hackfruechte;Kartoffeln zusammen;100;NA;NA;2019
Barnim;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Barnim;Hackfruechte;Zuckerrueben;NA;NA;NA;2019
Barnim;Huelsenfruechte;Erbsen;300;NA;NA;2019
Barnim;Huelsenfruechte;Lupinen;400;10. Jul;400;2019
Barnim;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Barnim;Oelfruechte;Sonnenblumen;300;17. Mai;500;2019
Barnim;Oelfruechte;Winterraps;2500;21. Apr;5400;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;0;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;300;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;400;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;200;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Gerste zusammen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Getreide insgesamt;1600;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);1000;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Hafer;200;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);600;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Roggen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Roggen und Wintermenggetreide;500;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Sommergerste;0;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Triticale;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Weizen zusammen;200;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Wintergerste;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Getreide;Winterweizen einschl. Dinkel;200;NA;NA;2019
Brandenburg an der Havel (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Hackfruechte;Zuckerrueben;100;NA;NA;2019
Brandenburg an der Havel (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Huelsenfruechte;Lupinen;200;NA;NA;2019
Brandenburg an der Havel (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Oelfruechte;Sonnenblumen;NA;NA;NA;2019
Brandenburg an der Havel (KfS);Oelfruechte;Winterraps;NA;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;300;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;300;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;200;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;1000;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;200;NA;NA;2019
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Cottbus (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Cottbus (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Cottbus (KfS);Getreide;Gerste zusammen;400;NA;NA;2019
Cottbus (KfS);Getreide;Getreide insgesamt;2400;23. Mai;5600;2019
Cottbus (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Cottbus (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);2300;NA;NA;2019
Cottbus (KfS);Getreide;Hafer;300;NA;NA;2019
Cottbus (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2019
Cottbus (KfS);Getreide;Roggen;NA;NA;NA;2019
Cottbus (KfS);Getreide;Roggen und Wintermenggetreide;1200;NA;NA;2019
Cottbus (KfS);Getreide;Sommergerste;NA;NA;NA;2019
Cottbus (KfS);Getreide;Triticale;200;NA;NA;2019
Cottbus (KfS);Getreide;Weizen zusammen;NA;NA;NA;2019
Cottbus (KfS);Getreide;Wintergerste;300;NA;NA;2019
Cottbus (KfS);Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2019
Cottbus (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2019
Cottbus (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Cottbus (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2019
Cottbus (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2019
Cottbus (KfS);Huelsenfruechte;Lupinen;300;NA;NA;2019
Cottbus (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Cottbus (KfS);Oelfruechte;Sonnenblumen;400;NA;NA;2019
Cottbus (KfS);Oelfruechte;Winterraps;0;NA;NA;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3400;26. Jan;9000;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3200;29. Aug;9600;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;9400;203.1;189900;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;14800;47.1;69700;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6200;57.9;36200;2019
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Dahme-Spreewald;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Dahme-Spreewald;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Dahme-Spreewald;Getreide;Gerste zusammen;4800;48.8;23200;2019
Dahme-Spreewald;Getreide;Getreide insgesamt;23700;36.2;86000;2019
Dahme-Spreewald;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Dahme-Spreewald;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);23500;NA;NA;2019
Dahme-Spreewald;Getreide;Hafer;900;14. Jun;1300;2019
Dahme-Spreewald;Getreide;Koernermais (einschl. Corn-Cob-Mix);200;NA;NA;2019
Dahme-Spreewald;Getreide;Roggen;NA;NA;NA;2019
Dahme-Spreewald;Getreide;Roggen und Wintermenggetreide;13400;32;42900;2019
Dahme-Spreewald;Getreide;Sommergerste;200;38.4;800;2019
Dahme-Spreewald;Getreide;Triticale;1900;34.3;6500;2019
Dahme-Spreewald;Getreide;Weizen zusammen;2500;NA;NA;2019
Dahme-Spreewald;Getreide;Wintergerste;4600;49.3;22400;2019
Dahme-Spreewald;Getreide;Winterweizen einschl. Dinkel;2400;46;11300;2019
Dahme-Spreewald;Hackfruechte;Kartoffeln zusammen;1100;NA;NA;2019
Dahme-Spreewald;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Dahme-Spreewald;Hackfruechte;Zuckerrueben;0;NA;NA;2019
Dahme-Spreewald;Huelsenfruechte;Erbsen;200;NA;NA;2019
Dahme-Spreewald;Huelsenfruechte;Lupinen;1000;05. Jan;500;2019
Dahme-Spreewald;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Dahme-Spreewald;Oelfruechte;Sonnenblumen;1100;07. Aug;900;2019
Dahme-Spreewald;Oelfruechte;Winterraps;1500;23. Feb;3400;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2800;39.1;10900;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1400;80.8;11600;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;15700;202.5;318300;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;15200;39.2;59600;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;7400;40.7;30000;2019
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Elbe-Elster;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Elbe-Elster;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Elbe-Elster;Getreide;Gerste zusammen;7900;50.6;39800;2019
Elbe-Elster;Getreide;Getreide insgesamt;36300;44.5;161500;2019
Elbe-Elster;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Elbe-Elster;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);35400;44.6;157700;2019
Elbe-Elster;Getreide;Hafer;900;29. Mai;2600;2019
Elbe-Elster;Getreide;Koernermais (einschl. Corn-Cob-Mix);900;41.6;3800;2019
Elbe-Elster;Getreide;Roggen;NA;NA;NA;2019
Elbe-Elster;Getreide;Roggen und Wintermenggetreide;13600;37.9;51500;2019
Elbe-Elster;Getreide;Sommergerste;200;42.4;1000;2019
Elbe-Elster;Getreide;Triticale;5000;42.5;21300;2019
Elbe-Elster;Getreide;Weizen zusammen;8000;NA;NA;2019
Elbe-Elster;Getreide;Wintergerste;7600;50.8;38800;2019
Elbe-Elster;Getreide;Winterweizen einschl. Dinkel;7900;53.2;42300;2019
Elbe-Elster;Hackfruechte;Kartoffeln zusammen;100;173.7;2100;2019
Elbe-Elster;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Elbe-Elster;Hackfruechte;Zuckerrueben;400;671.2;24200;2019
Elbe-Elster;Huelsenfruechte;Erbsen;1200;23. Jul;2800;2019
Elbe-Elster;Huelsenfruechte;Lupinen;400;11. Aug;400;2019
Elbe-Elster;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Elbe-Elster;Oelfruechte;Sonnenblumen;1800;16. Aug;3000;2019
Elbe-Elster;Oelfruechte;Winterraps;1700;21. Apr;3700;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;300;NA;NA;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;300;48.8;1200;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;1900;299.5;56600;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;400;06. Feb;300;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Gerste zusammen;200;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Getreide insgesamt;2100;53;11200;2019
Frankfurt (Oder) (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);2100;53;11200;2019
Frankfurt (Oder) (KfS);Getreide;Hafer;0;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Roggen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Roggen und Wintermenggetreide;1300;50.2;6300;2019
Frankfurt (Oder) (KfS);Getreide;Sommergerste;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Triticale;300;54.2;1500;2019
Frankfurt (Oder) (KfS);Getreide;Weizen zusammen;300;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Wintergerste;200;NA;NA;2019
Frankfurt (Oder) (KfS);Getreide;Winterweizen einschl. Dinkel;300;NA;NA;2019
Frankfurt (Oder) (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Huelsenfruechte;Lupinen;100;NA;NA;2019
Frankfurt (Oder) (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Frankfurt (Oder) (KfS);Oelfruechte;Sonnenblumen;100;NA;NA;2019
Frankfurt (Oder) (KfS);Oelfruechte;Winterraps;200;NA;NA;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;1800;29. Jul;5300;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1200;51.2;6100;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;11800;228.7;269300;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;25000;35.5;88700;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;4900;47.2;23100;2019
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Havelland;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Havelland;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Havelland;Getreide;Gerste zusammen;7000;NA;NA;2019
Havelland;Getreide;Getreide insgesamt;33600;43.9;147500;2019
Havelland;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Havelland;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);32300;43.3;140100;2019
Havelland;Getreide;Hafer;800;28;2400;2019
Havelland;Getreide;Koernermais (einschl. Corn-Cob-Mix);1300;57.7;7400;2019
Havelland;Getreide;Roggen;NA;NA;NA;2019
Havelland;Getreide;Roggen und Wintermenggetreide;11700;36.8;43100;2019
Havelland;Getreide;Sommergerste;300;NA;NA;2019
Havelland;Getreide;Triticale;2600;43.2;11100;2019
Havelland;Getreide;Weizen zusammen;10300;NA;NA;2019
Havelland;Getreide;Wintergerste;6700;48.9;32700;2019
Havelland;Getreide;Winterweizen einschl. Dinkel;10100;48.6;49000;2019
Havelland;Hackfruechte;Kartoffeln zusammen;200;NA;NA;2019
Havelland;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Havelland;Hackfruechte;Zuckerrueben;400;618.2;22700;2019
Havelland;Huelsenfruechte;Erbsen;300;NA;NA;2019
Havelland;Huelsenfruechte;Lupinen;400;09. Aug;400;2019
Havelland;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Havelland;Oelfruechte;Sonnenblumen;0;NA;NA;2019
Havelland;Oelfruechte;Winterraps;4100;23. Jul;9800;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2019
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Gerste zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Getreide insgesamt;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Hafer;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Roggen;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Sommergerste;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Triticale;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Weizen zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Wintergerste;NA;NA;NA;2019
Kreisfreie Staedte;Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2019
Kreisfreie Staedte;Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Kreisfreie Staedte;Hackfruechte;Zuckerrueben;NA;NA;NA;2019
Kreisfreie Staedte;Huelsenfruechte;Erbsen;NA;NA;NA;2019
Kreisfreie Staedte;Huelsenfruechte;Lupinen;NA;NA;NA;2019
Kreisfreie Staedte;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Kreisfreie Staedte;Oelfruechte;Sonnenblumen;NA;NA;NA;2019
Kreisfreie Staedte;Oelfruechte;Winterraps;NA;NA;NA;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2600;28. Sep;7500;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2900;65.2;18800;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;19200;312.9;601700;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;5200;37.1;19300;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;2300;44.1;10300;2019
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Maerkisch-Oderland;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Maerkisch-Oderland;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Maerkisch-Oderland;Getreide;Gerste zusammen;12600;62.4;78900;2019
Maerkisch-Oderland;Getreide;Getreide insgesamt;68600;60;411500;2019
Maerkisch-Oderland;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Maerkisch-Oderland;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);64400;59.1;380500;2019
Maerkisch-Oderland;Getreide;Hafer;1200;29. Apr;3600;2019
Maerkisch-Oderland;Getreide;Koernermais (einschl. Corn-Cob-Mix);4200;74.4;31000;2019
Maerkisch-Oderland;Getreide;Roggen;NA;NA;NA;2019
Maerkisch-Oderland;Getreide;Roggen und Wintermenggetreide;14600;53.7;78400;2019
Maerkisch-Oderland;Getreide;Sommergerste;300;16. Jun;500;2019
Maerkisch-Oderland;Getreide;Triticale;2000;47.1;9500;2019
Maerkisch-Oderland;Getreide;Weizen zusammen;33900;NA;NA;2019
Maerkisch-Oderland;Getreide;Wintergerste;12400;63.4;78400;2019
Maerkisch-Oderland;Getreide;Winterweizen einschl. Dinkel;33700;62.1;209100;2019
Maerkisch-Oderland;Hackfruechte;Kartoffeln zusammen;100;178;1200;2019
Maerkisch-Oderland;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Maerkisch-Oderland;Hackfruechte;Zuckerrueben;1300;568.3;75700;2019
Maerkisch-Oderland;Huelsenfruechte;Erbsen;1800;35.3;6500;2019
Maerkisch-Oderland;Huelsenfruechte;Lupinen;400;08. Mai;300;2019
Maerkisch-Oderland;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Maerkisch-Oderland;Oelfruechte;Sonnenblumen;1300;27. Aug;3600;2019
Maerkisch-Oderland;Oelfruechte;Winterraps;9700;23. Jan;22500;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;1600;46.9;7500;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1000;42.6;4200;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;10400;253.3;262500;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;18600;35.5;66100;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;3500;29. Mrz;10400;2019
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Oberhavel;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Oberhavel;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Oberhavel;Getreide;Gerste zusammen;4200;NA;NA;2019
Oberhavel;Getreide;Getreide insgesamt;24700;42.6;105200;2019
Oberhavel;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
Oberhavel;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);24300;42.2;102500;2019
Oberhavel;Getreide;Hafer;900;22. Mai;1900;2019
Oberhavel;Getreide;Koernermais (einschl. Corn-Cob-Mix);400;64.8;2700;2019
Oberhavel;Getreide;Roggen;NA;NA;NA;2019
Oberhavel;Getreide;Roggen und Wintermenggetreide;11000;42.8;47000;2019
Oberhavel;Getreide;Sommergerste;200;NA;NA;2019
Oberhavel;Getreide;Triticale;3300;35.9;11900;2019
Oberhavel;Getreide;Weizen zusammen;4900;NA;NA;2019
Oberhavel;Getreide;Wintergerste;3900;45.5;17900;2019
Oberhavel;Getreide;Winterweizen einschl. Dinkel;4800;47.2;22800;2019
Oberhavel;Hackfruechte;Kartoffeln zusammen;200;NA;NA;2019
Oberhavel;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2019
Oberhavel;Hackfruechte;Zuckerrueben;NA;NA;NA;2019
Oberhavel;Huelsenfruechte;Erbsen;100;24. Apr;300;2019
Oberhavel;Huelsenfruechte;Lupinen;800;09. Mai;800;2019
Oberhavel;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2019
Oberhavel;Oelfruechte;Sonnenblumen;100;NA;NA;2019
Oberhavel;Oelfruechte;Winterraps;1800;20. Jun;3800;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2000;26. Jan;5200;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2400;44.7;10500;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;6900;189.5;130300;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;4100;30. Aug;12700;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;3700;27;9900;2019
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2019
Oberspreewald-Lausitz;Getreide;Brotgetreide zusammen;NA;NA;NA;2019
Oberspreewald-Lausitz;Getreide;Futter- und Industriegetreide;NA;NA;NA;2019
Oberspreewald-Lausitz;Getreide;Gerste zusammen;2300;32.6;7400;2019
Oberspreewald-Lausitz;Getreide;Getreide insgesamt;13100;34.4;45100;2019
Oberspreewald-Lausitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2019
